42,22,1
26,38,0
40,24,1
50,14,1
29,35,0
37,27,1
40,24,1
44,20,1
22,42,0
49,15,1
22,42,0
16,48,0
6,58,0
48,16,1
33,31,1
44,20,1
48,16,1
50,14,1
38,26,1
46,18,1
40,24,1
50,14,1
37,27,1
29,35,0
46,18,1
55,9,1
44,20,1
20,44,0
45,19,1
35,29,1
19,45,0
56,8,1
19,45,0
54,9,1
26,38,0
41,23,1
40,24,1
33,31,1
55,9,1
53,11,1
36,28,1
25,39,0
34,30,1
43,21,1
50,14,1
24,40,0
15,49,0
37,27,1
48,16,1
16,48,0
47,17,1
43,21,1
42,22,1
40,24,1
31,33,0
34,30,1
50,14,1
45,19,1
34,30,1
48,16,1
41,23,1
36,28,1
20,44,0
47,17,1
52,12,1
29,35,0
48,16,1
31,33,0
42,22,1
19,45,0
20,44,0
40,24,1
46,18,1
36,28,1
53,11,1
20,44,0
41,23,1
21,43,0
41,23,1
50,14,1
29,35,0
50,14,1
40,24,1
31,33,0
21,43,0
21,43,0
9,55,0
36,28,1
28,36,0
27,37,0
45,18,1
50,14,1
47,17,1
45,19,1
24,40,0
37,26,1
35,29,1
47,17,1
39,25,1
38,26,1
41,23,1
29,35,0
39,25,1
57,7,1
41,23,1
37,27,1
55,9,1
40,24,1
24,40,0
39,25,1
27,37,0
34,30,1
50,14,1
47,17,1
47,17,1
30,34,0
46,18,1
30,34,0
30,34,0
34,30,1
29,35,0
43,21,1
13,51,0
48,16,1
43,21,1
37,27,1
37,27,1
41,23,1
55,9,1
39,25,1
44,20,1
44,20,1
42,22,1
14,50,0
38,26,1
44,20,1
39,25,1
30,34,0
44,20,1
38,26,1
20,44,0
32,27,1
56,8,1
45,19,1
28,36,0
46,18,1
21,43,0
44,20,1
30,33,0
11,53,0
45,19,1
46,18,1
49,15,1
20,44,0
46,18,1
48,16,1
41,23,1
41,23,1
31,33,0
18,46,0
50,14,1
42,22,1
43,21,1
18,46,0
39,25,1
40,24,1
25,39,0
39,25,1
18,46,0
38,26,1
30,34,0
55,9,1
12,52,0
35,29,1
45,19,1
13,51,0
39,25,1
41,23,1
59,5,1
37,27,1
46,18,1
11,53,0
33,31,1
35,29,1
27,37,0
24,40,0
39,25,1
37,27,1
44,20,1
37,27,1
34,30,1
33,31,1
36,28,1
42,22,1
36,28,1
36,28,1
47,17,1
59,5,1
15,49,0
31,33,0
18,46,0
26,38,0
48,16,1
28,35,0
23,41,0
49,15,1
24,40,0
36,28,1
20,44,0
24,40,0
42,21,1
55,9,1
26,38,0
44,20,1
54,10,1
44,20,1
54,10,1
45,19,1
53,11,1
13,51,0
37,27,1
47,17,1
52,12,1
28,36,0
20,44,0
42,22,1
15,49,0
49,15,1
56,8,1
19,45,0
22,42,0
44,20,1
38,26,1
34,30,1
47,17,1
38,26,1
45,19,1
43,21,1
51,12,1
46,18,1
41,23,1
40,24,1
33,31,1
46,18,1
46,18,1
49,15,1
47,17,1
51,13,1
23,41,0
44,20,1
46,18,1
38,26,1
19,45,0
43,21,1
31,33,0
50,14,1
25,39,0
16,48,0
46,18,1
30,34,0
28,36,0
31,33,0
56,8,1
37,27,1
24,40,0
46,18,1
19,45,0
22,42,0
41,23,1
56,8,1
41,23,1
38,26,1
33,31,1
29,35,0
24,40,0
39,25,1
53,11,1
46,18,1
48,16,1
27,37,0
20,44,0
47,17,1
40,24,1
46,18,1
49,15,1
34,30,1
22,42,0
33,31,1
39,25,1
16,47,0
49,15,1
13,0,1
52,12,1
57,7,1
38,26,1
26,38,0
29,35,0
20,44,0
48,16,1
49,15,1
60,4,1
30,34,0
36,28,1
24,40,0
43,21,1
40,24,1
44,20,1
28,36,0
20,44,0
46,18,1
38,26,1
38,26,1
39,25,1
20,44,0
42,21,1
57,7,1
18,46,0
25,39,0
24,40,0
48,16,1
9,55,0
24,40,0
37,27,1
29,35,0
54,10,1
49,15,1
41,23,1
33,31,1
39,25,1
49,15,1
38,26,1
35,29,1
50,14,1
33,31,1
47,17,1
47,17,1
41,23,1
16,48,0
53,11,1
32,32,0
22,42,0
40,24,1
40,24,1
54,10,1
8,56,0
34,30,1
47,17,1
50,14,1
38,26,1
28,36,0
37,27,1
27,37,0
51,13,1
31,33,0
35,29,1
31,33,0
44,20,1
21,43,0
22,42,0
50,14,1
19,45,0
48,16,1
26,38,0
43,21,1
40,24,1
50,14,1
37,27,1
36,28,1
15,49,0
0,26,0
49,15,1
29,35,0
40,24,1
44,20,1
41,23,1
39,25,1
34,30,1
50,14,1
62,2,1
45,19,1
53,11,1
37,27,1
48,16,1
47,17,1
34,30,1
35,29,1
27,37,0
42,22,1
43,21,1
35,29,1
42,22,1
26,38,0
52,12,1
27,37,0
55,9,1
33,31,1
30,34,0
29,35,0
50,14,1
40,24,1
55,9,1
30,34,0
50,14,1
52,12,1
46,18,1
24,40,0
47,17,1
38,26,1
15,49,0
37,27,1
39,25,1
19,45,0
42,22,1
9,55,0
38,26,1
10,54,0
28,36,0
23,41,0
32,32,0
46,18,1
51,13,1
46,18,1
35,29,1
43,21,1
26,38,0
13,51,0
47,17,1
27,37,0
35,29,1
39,25,1
45,19,1
27,37,0
34,30,1
31,33,0
19,45,0
44,20,1
31,33,0
40,24,1
37,27,1
24,40,0
29,35,0
41,23,1
44,20,1
32,32,0
37,27,1
19,45,0
14,50,0
45,19,1
26,38,0
51,13,1
49,15,1
44,20,1
19,45,0
36,28,1
57,7,1
54,10,1
42,22,1
43,21,1
45,19,1
13,51,0
8,56,0
47,17,1
41,23,1
39,25,1
44,20,1
30,34,0
25,39,0
38,26,1
42,22,1
42,22,1
27,37,0
28,36,0
30,34,0
19,45,0
55,9,1
51,13,1
36,28,1
37,27,1
41,23,1
45,19,1
41,23,1
35,29,1
44,20,1
34,30,1
30,34,0
18,46,0
34,30,1
39,25,1
17,47,0
51,13,1
27,37,0
34,30,1
48,16,1
25,39,0
12,52,0
25,39,0
58,6,1
37,27,1
38,26,1
36,28,1
26,38,0
20,44,0
46,18,1
39,25,1
38,26,1
45,19,1
39,25,1
23,41,0
49,15,1
38,26,1
47,17,1
43,21,1
48,16,1
51,13,1
15,49,0
21,43,0
49,15,1
29,35,0
29,35,0
36,28,1
21,43,0
53,11,1
24,40,0
53,11,1
56,8,1
44,20,1
49,15,1
27,37,0
28,36,0
26,38,0
41,23,1
48,16,1
37,27,1
42,22,1
43,21,1
39,25,1
50,14,1
51,13,1
42,22,1
59,5,1
38,26,1
28,36,0
18,46,0
36,28,1
30,34,0
35,29,1
47,17,1
50,14,1
44,20,1
27,37,0
17,47,0
43,21,1
51,13,1
45,19,1
42,22,1
7,57,0
21,43,0
38,26,1
39,25,1
42,22,1
42,22,1
45,19,1
33,31,1
26,38,0
35,29,1
52,12,1
43,21,1
22,42,0
29,35,0
26,38,0
58,6,1
38,26,1
26,38,0
45,19,1
37,27,1
45,19,1
40,24,1
19,45,0
51,13,1
27,37,0
42,22,1
36,28,1
53,11,1
25,39,0
23,41,0
40,24,1
38,26,1
45,19,1
50,14,1
32,32,0
49,15,1
34,30,1
57,5,1
36,28,1
43,21,1
42,22,1
42,22,1
20,44,0
34,30,1
22,42,0
52,12,1
49,15,1
48,16,1
35,29,1
26,38,0
50,14,1
29,35,0
34,30,1
29,35,0
13,51,0
26,38,0
53,11,1
12,51,0
60,4,1
44,20,1
43,20,1
49,15,1
28,36,0
18,46,0
37,27,1
38,26,1
52,12,1
43,21,1
41,23,1
48,16,1
30,34,0
53,11,1
30,34,0
55,9,1
59,5,1
26,38,0
39,25,1
49,15,1
49,15,1
45,19,1
16,48,0
48,16,1
51,13,1
47,17,1
40,24,1
55,9,1
45,19,1
44,20,1
53,11,1
33,31,1
43,21,1
39,25,1
44,20,1
22,42,0
39,25,1
46,18,1
53,11,1
34,30,1
54,10,1
49,14,1
18,46,0
42,22,1
39,25,1
24,40,0
24,40,0
40,24,1
24,40,0
54,10,1
38,26,1
40,24,1
38,26,1
39,25,1
40,24,1
30,34,0
41,23,1
33,31,1
25,38,0
54,10,1
56,8,1
21,43,0
39,25,1
40,24,1
56,8,1
47,17,1
42,22,1
54,10,1
32,32,0
22,42,0
40,24,1
31,33,0
12,52,0
36,28,1
48,16,1
39,25,1
35,29,1
36,28,1
38,26,1
41,23,1
41,23,1
38,26,1
42,22,1
53,11,1
30,34,0
45,19,1
25,39,0
45,19,1
49,15,1
54,10,1
42,22,1
20,43,0
22,42,0
38,26,1
48,16,1
44,20,1
51,13,1
46,18,1
22,42,0
26,38,0
44,20,1
35,29,1
26,38,0
38,26,1
